Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Ohio,Euclid,Western International PCs,6,Asus,Chromebook Flip C434,SSD,Roger Cole,Second-hand Sales,12638,15895,Finance,888,2021-07-24,,10324,4GB,483,Offline,High,0,356,13103,500GB
North America,Texas,Frisco,Jacks Hardware,5,Acer,Swift 3,SSD,Lauren Morales,Repairs,14998,19714,Cash,399,2021-07-27,,0,8GB,836,Offline,Medium,3290,922,19357,1TB
Africa,Morocco,Laayoune-Sakia El Hamra,Western International PCs,2,Toshiba,Qosmio,HDD,Gina Day,Second-hand Sales,6927,10698,Cash,724,2022-01-01,,0,4GB,848,Offline,High,0,13,8634,256GB
North America,Pennsylvania,Williamsport,A & A PCs,3,HP,Spectre,SSD,Beth James,Second-hand Sales,6538,11374,Finance,605,2023-10-26,,10956,8GB,557,Offline,Low,0,937,9176,256GB
North America,Pennsylvania,Lancaster,Mini Tech,3,Apple,Apple Macintosh Classic,HDD,Leah Watts,New Sales,4792,8199,Bank Transfer,20,2023-10-24,2023-10-26,0,4GB,672,Online,Medium,0,171,7047,256GB
North America,Florida,Tallahassee,CK Tech Store,7,Acer,Swift 3,SSD,Rachel Rowe,Second-hand Sales,24169,27570,Finance,911,2023-10-06,,30051,8GB,667,Offline,High,0,856,26163,1TB
North America,North Carolina,Hickory,Western International PCs,6,Asus,VivoBook Flip 14,HDD,Tamara Clark,Repairs,24789,28637,Bank Transfer,308,2021-06-22,,0,8GB,569,Offline,Medium,2750,629,25423,256GB
Africa,Angola,Luanda,Mini Tech,7,Toshiba,Dynabook,SSD,Kimberly Duncan,Repairs,28971,33885,Finance,526,2021-10-28,,41311,16GB,702,Offline,High,2054,840,32105,500GB
Africa,Morocco,Guelmim-Oued Noun,Jacks Hardware,7,MSI,GP76 Leopard,SSD,Jessica Thomas,Returns,12813,17794,Bank Transfer,752,2023-05-29,,0,4GB,432,Offline,High,0,359,14021,1TB
North America,Pennsylvania,Altoona,GH PC Shop,7,Acer,ConceptD 5,SSD,Lisa Graham,New Sales,6516,10082,Cash,898,2023-12-01,2023-12-23,0,2GB,709,Online,Low,0,810,8288,500GB
Africa,Ethiopia,Dire Dawa,Benjis Tech,10,Acer,Predator Triton 500,HDD,Kenneth Herring,New Sales,25889,29194,Bank Transfer,643,2022-07-23,2022-07-29,0,4GB,427,Online,High,0,332,28662,256GB
Africa,Nigeria,Niger,A & A PCs,9,Toshiba,Qosmio,HDD,Mary Shaw,Second-hand Sales,15165,18507,Cash,732,2023-11-11,,0,4GB,528,Offline,Medium,0,529,17806,256GB
North America,Florida,Palm Bay,DEF Machines,2,Samsung,Notebook Flash,HDD,Mark Evans,Second-hand Sales,3179,5578,Finance,355,2023-08-07,2023-08-28,1148,2GB,820,Online,Low,0,889,4518,1TB
Africa,Morocco,Safi,Ricks Computers,6,Toshiba,Chromebook,HDD,Gina Day,New Sales,8586,13566,Cash,583,2024-01-15,2024-01-24,0,2GB,618,Online,High,0,288,12555,1TB
Africa,Nigeria,Osun,Benjis Tech,2,MSI,GF63 Thin,HDD,Pamela Morgan,Returns,11690,14588,Finance,684,2023-05-14,2023-05-27,29780,16GB,672,Online,High,0,40,12771,1TB
North America,Ohio,Middletown,Greens Laptops and PCs,8,Lenovo,ThinkPad P15s,SSD,Roger Cole,Returns,28834,33044,Bank Transfer,107,2022-01-25,,0,4GB,599,Offline,High,0,245,32560,1TB
North America,Ohio,Youngstown,Western International PCs,8,Microsoft,Surface Laptop,HDD,Jason Gentry,New Sales,15725,18561,Bank Transfer,555,2021-04-09,2021-04-15,0,4GB,540,Online,High,0,656,15764,1TB
Africa,Nigeria,Anambra,Ricks Computers,3,Lenovo,IdeaPad Flex 5,HDD,Collin Bryant,Repairs,14301,17168,Finance,133,2021-09-29,2021-10-17,2846,4GB,698,Online,High,3838,407,14580,256GB
North America,Pennsylvania,Oil City,GH PC Shop,5,HP,Stream,SSD,Leah Watts,New Sales,20691,23748,Cash,718,2021-12-06,2021-12-18,0,16GB,749,Online,Low,0,515,20713,500GB
Africa,South Africa,Northern Cape,Ricks Computers,7,MSI,Alpha 15,SSD,Daniel Lane,Repairs,28779,31967,Bank Transfer,940,2023-06-02,,0,16GB,826,Offline,Medium,3604,159,31664,1TB
North America,Michigan,Holland,Mini Tech,4,MSI,GE76 Raider,SSD,Casey Dunn,Second-hand Sales,26448,31337,Finance,40,2021-04-27,2021-05-09,29227,8GB,774,Online,Medium,0,246,28014,500GB
Africa,Egypt,Minya,Frankies Hardware and Software,10,HP,Chromebook,HDD,Allison Gilbert,New Sales,7280,9383,Finance,865,2022-01-20,2022-02-07,27741,16GB,643,Online,High,0,396,7676,1TB
Africa,Ethiopia,Amhara,KyaSand Tech Gadgets,2,Dell,Vostro,HDD,Jacob Spencer,Second-hand Sales,5176,7901,Bank Transfer,14,2022-01-03,,0,8GB,704,Offline,Low,0,696,5759,256GB
Africa,Nigeria,Ogun,Benjis Tech,1,Apple,Apple Mac Pro,HDD,Diana Waters,Repairs,29303,33907,Bank Transfer,401,2023-01-30,2023-02-23,0,8GB,673,Online,Medium,1627,396,33407,500GB
Africa,Kenya,Baringo,KyaSand Tech Gadgets,2,Lenovo,IdeaPad 5,SSD,Amy Johnson,Repairs,7182,11546,Bank Transfer,895,2022-04-14,,0,8GB,452,Offline,High,2177,430,9612,500GB
Africa,Tanzania,Ruvuma,Greens Laptops and PCs,7,Microsoft,Surface Laptop,HDD,Mitchell Atkins,Repairs,7762,10541,Bank Transfer,929,2023-12-20,,0,2GB,576,Offline,Low,4898,336,8941,256GB
Africa,Morocco,Berkane,S & A Computer Place,4,Apple,Apple Lisa,SSD,Brian Johnson,Returns,28302,31332,Bank Transfer,69,2022-12-14,2023-01-03,0,2GB,713,Online,High,0,464,29712,1TB
North America,Florida,Hialeah,A & A PCs,8,Microsoft,Surface Duo,HDD,Mary Kidd,Repairs,6283,9932,Cash,326,2022-09-29,2022-10-28,0,4GB,652,Online,High,2478,648,9234,1TB
North America,Georgia,Statesboro,GHI Machines,3,Dell,XPS,SSD,Christine Ramirez,Second-hand Sales,6249,10694,Cash,907,2021-08-24,2021-09-14,0,2GB,689,Online,Medium,0,389,7265,500GB
Africa,Nigeria,Ogun,Ricks Computers,2,Samsung,Notebook 5,HDD,Brian Gonzales,Returns,28935,31625,Finance,319,2023-04-24,2023-05-03,43466,2GB,607,Online,Medium,0,386,29823,500GB
North America,California,Irvine,ABC Computers,5,Samsung,Galaxy Book S,HDD,Rachel Mitchell,New Sales,28474,31455,Bank Transfer,801,2022-07-07,,0,4GB,437,Offline,Medium,0,205,30411,500GB
North America,North Carolina,Raleigh,DEF Machines,3,Toshiba,Portege,HDD,Eric Hall,Repairs,23894,28885,Finance,812,2023-08-20,2023-09-19,36348,2GB,445,Online,Medium,4636,897,25466,500GB
North America,Pennsylvania,Hermitage,ABC Computers,4,Asus,ZenBook Flip S UX371,SSD,Nathan Villarreal,New Sales,4270,7519,Cash,236,2022-05-29,2022-06-06,0,8GB,573,Online,Low,0,797,5176,1TB
North America,Pennsylvania,Allentown,Benjis Tech,9,Toshiba,Qosmio,SSD,Thomas Perry,New Sales,6911,9903,Bank Transfer,107,2023-07-05,,0,4GB,667,Offline,Medium,0,915,8286,256GB
North America,Pennsylvania,Bethlehem,LJ Computers,4,Samsung,Notebook Flash,HDD,Nathan Villarreal,Second-hand Sales,23044,25110,Bank Transfer,657,2022-10-23,2022-10-24,0,16GB,739,Online,Low,0,922,23377,1TB
Africa,Ethiopia,Tigray,A & A PCs,6,Microsoft,Surface Duo,HDD,Michael Summers,Second-hand Sales,16091,18265,Finance,750,2022-08-01,,18402,2GB,630,Offline,High,0,891,16766,256GB
Africa,Angola,Luanda,GHI Machines,10,Lenovo,ThinkPad X1 Carbon,HDD,Kenneth Willis,Repairs,3642,7931,Cash,771,2022-01-01,,0,2GB,727,Offline,Medium,1275,87,6151,500GB
Africa,South Africa,Mpumalanga,GH PC Shop,8,Apple,Apple Mac Pro,SSD,Jonathan Huang,New Sales,29566,34207,Finance,483,2022-09-10,,4811,4GB,803,Offline,Medium,0,222,32577,500GB
North America,North Carolina,New Bern,Frankies Hardware and Software,4,Asus,ProArt StudioBook Pro X,HDD,Catherine Cuevas,New Sales,23984,28780,Finance,869,2023-12-24,,46847,8GB,690,Offline,Medium,0,744,26756,1TB
North America,Georgia,East Point,Jacks Hardware,8,HP,Elitebook,HDD,Chris Jones,Second-hand Sales,28847,31780,Finance,181,2022-05-05,,37624,4GB,826,Offline,Medium,0,614,29946,1TB
Africa,Nigeria,Taraba,Ricks Computers,1,Toshiba,Libretto,HDD,Lisa Morgan,Repairs,8399,12154,Bank Transfer,504,2021-09-07,,0,4GB,629,Offline,Medium,2696,843,11767,500GB
North America,North Carolina,Charlotte,XYZ Tech,7,Lenovo,IdeaPad Flex 5,SSD,Brittany Franklin,Second-hand Sales,9011,13689,Cash,741,2022-03-13,,0,2GB,563,Offline,Medium,0,780,12384,256GB
North America,Pennsylvania,Monessen,Jacks Hardware,6,Asus,ProArt StudioBook Pro X,HDD,Julia Dodson,Second-hand Sales,6778,10221,Cash,716,2022-11-09,2022-11-17,0,2GB,713,Online,Low,0,583,9144,500GB
North America,Michigan,Grand Rapids,ABC Computers,10,Lenovo,ThinkPad T14,HDD,Veronica Larson,New Sales,12042,14831,Finance,116,2022-01-18,,23841,8GB,817,Offline,Medium,0,736,13853,1TB
North America,Georgia,Johns Creek,Frankies Hardware and Software,8,MSI,GP65 Leopard,HDD,Ashley Thomas,New Sales,8768,13323,Bank Transfer,162,2021-07-19,2021-07-23,0,2GB,407,Online,Low,0,433,13212,1TB
North America,Georgia,Douglasville,Western International PCs,3,Dell,Vostro,SSD,Michael Turner,New Sales,29216,32223,Cash,651,2023-07-12,,0,16GB,497,Offline,Medium,0,320,31945,1TB
North America,Texas,Dallas,XYZ Tech,10,Acer,Chromebook Spin 311,HDD,Melanie Taylor,New Sales,29178,33404,Bank Transfer,135,2023-12-24,,0,2GB,647,Offline,Low,0,633,29471,1TB
North America,North Carolina,Havelock,CK Tech Store,3,MSI,P65 Creator,SSD,Morgan Moore,Second-hand Sales,8728,12929,Bank Transfer,327,2022-04-05,,0,16GB,717,Offline,High,0,73,11519,1TB
North America,Texas,Odessa,XYZ Tech,4,Lenovo,ThinkPad X13 Yoga,SSD,Mike Miranda,Second-hand Sales,15339,17947,Cash,617,2022-02-01,2022-02-10,0,16GB,836,Online,High,0,684,17750,1TB
North America,Ohio,Euclid,Western International PCs,10,Asus,ROG Strix Scar III,SSD,Mr. Nathan Douglas,Repairs,13513,17784,Bank Transfer,108,2021-06-29,2021-07-13,0,16GB,742,Online,Low,1022,717,14050,500GB
North America,Michigan,Ann Arbor,LJ Computers,7,Samsung,Notebook Flash,HDD,Allen Juarez,Returns,21264,26011,Bank Transfer,454,2022-01-21,,0,16GB,753,Offline,Low,0,252,26000,256GB
North America,Texas,Round Rock,CK Tech Store,8,Acer,Aspire E 15,HDD,Ashley Wright,Second-hand Sales,15474,18611,Cash,377,2022-06-17,,0,16GB,832,Offline,Low,0,721,17661,1TB
Africa,Tanzania,Kilimanjaro,CK Tech Store,8,Dell,Vostro,HDD,Corey Rasmussen,Returns,9752,12342,Bank Transfer,21,2023-08-24,2023-09-22,0,8GB,492,Online,Low,0,487,11472,256GB
North America,Texas,Laredo,GHI Machines,6,Toshiba,Dynabook,HDD,Lauren Morales,Second-hand Sales,24356,26892,Finance,381,2022-01-12,2022-01-20,20131,4GB,670,Online,Low,0,477,26841,500GB
Africa,Egypt,Aswan,ABC Computers,10,Samsung,Notebook 9 Pen,SSD,Allison Gilbert,New Sales,23984,26988,Finance,632,2023-10-23,,40316,16GB,812,Offline,Medium,0,226,25149,500GB
North America,Illinois,Champaign,ABC Computers,7,Acer,ConceptD 5,HDD,Curtis Tucker,Second-hand Sales,15216,17485,Finance,532,2021-03-12,,29981,16GB,556,Offline,Medium,0,730,17384,500GB
Africa,Nigeria,Osun,Greens Laptops and PCs,6,HP,ZBook,HDD,Brian Gonzales,New Sales,6830,9815,Finance,636,2024-01-28,,36917,4GB,420,Offline,High,0,658,7230,256GB
North America,Georgia,Peachtree City,Western International PCs,6,HP,Pavilion,SSD,Christine Ramirez,Second-hand Sales,10673,14332,Bank Transfer,216,2023-06-30,2023-07-24,0,2GB,631,Online,Low,0,228,14268,256GB
North America,Ohio,Columbus,LJ Computers,9,HP,Envy,HDD,Max Mccann,Returns,25888,28710,Cash,314,2023-06-06,,0,4GB,514,Offline,High,0,695,28500,1TB
North America,California,Fresno,LJ Computers,5,Acer,ConceptD 5,SSD,Sean Rodriguez,New Sales,13877,17682,Cash,676,2022-02-07,,0,16GB,423,Offline,Low,0,414,14618,1TB
North America,North Carolina,Fayetteville,CK Tech Store,6,Apple,Apple Mac Pro,HDD,Morgan Moore,Repairs,26406,30763,Cash,340,2023-01-11,,0,16GB,522,Offline,High,2460,954,26698,256GB
North America,Georgia,Warner Robins,KyaSand Tech Gadgets,5,MSI,GP76 Leopard,HDD,Ashley Thomas,Repairs,5152,7337,Finance,240,2022-03-08,,14401,16GB,515,Offline,Medium,1555,245,6659,256GB
North America,Michigan,Southfield,DEF Machines,5,MSI,GS75 Stealth,HDD,Tiffany Velez,New Sales,23468,27731,Finance,878,2022-03-09,2022-03-24,35419,2GB,828,Online,High,0,669,26612,1TB
North America,Pennsylvania,Hazleton,GH PC Shop,7,Lenovo,Legion 5,HDD,Leah Watts,Repairs,11104,13674,Cash,250,2022-06-20,2022-06-21,0,8GB,682,Online,Low,2383,777,13223,500GB
Africa,Tanzania,Mwanza,XYZ Tech,3,Dell,G Series,HDD,Mary Fisher,New Sales,8289,12945,Finance,509,2021-06-17,2021-07-10,17632,4GB,558,Online,Medium,0,575,9911,1TB
North America,Michigan,Ypsilanti,Greens Laptops and PCs,1,Samsung,Chromebook 4,SSD,Michael Gomez,New Sales,14740,18996,Finance,880,2022-07-01,2022-07-16,20146,2GB,504,Online,Medium,0,89,16755,1TB
North America,New York,Freeport,CK Tech Store,2,MSI,GF63 Thin,HDD,Ashley Miranda,Second-hand Sales,12498,17324,Cash,94,2023-01-22,2023-01-28,0,8GB,521,Online,Medium,0,182,15771,500GB
North America,Texas,Plano,LJ Computers,4,Acer,Swift 3,SSD,Laurie Wright,Repairs,29266,32657,Bank Transfer,921,2022-06-01,2022-06-27,0,2GB,514,Online,Medium,4337,386,30768,500GB
North America,Florida,Davie,ABC Computers,6,Apple,Apple PowerBook G4,SSD,Mark Evans,Second-hand Sales,7855,12805,Bank Transfer,840,2021-03-16,,0,16GB,786,Offline,Low,0,167,9576,500GB
Africa,South Africa,Western Cape,GHI Machines,8,Asus,ROG Zephyrus S GX701,HDD,Mark Landry,New Sales,20694,25416,Finance,369,2022-12-07,,36497,16GB,795,Offline,Low,0,804,24607,256GB
Africa,Egypt,South Sinai,GHI Machines,5,Toshiba,Qosmio,HDD,Michael Gibson,New Sales,20524,25450,Bank Transfer,29,2023-01-06,2023-01-19,0,4GB,677,Online,Low,0,248,24043,1TB
North America,Ohio,Elyria,Frankies Hardware and Software,7,Toshiba,Qosmio,SSD,Erin Tucker,Returns,21007,25945,Bank Transfer,96,2022-10-28,,0,2GB,777,Offline,Medium,0,716,24878,500GB
Africa,Kenya,Homa Bay,DEF Machines,5,Dell,OptiPlex,SSD,Christopher Santos,New Sales,3798,7908,Bank Transfer,490,2023-05-05,,0,4GB,708,Offline,High,0,391,6565,500GB
North America,Pennsylvania,Bethlehem,KyaSand Tech Gadgets,4,Acer,Spin 5,HDD,Michael Smith,New Sales,14899,18336,Finance,531,2022-08-11,2022-08-20,25767,8GB,499,Online,Low,0,866,16370,500GB
Africa,Egypt,Beni Suef,Ricks Computers,6,Dell,G Series,HDD,Jacob Hudson,New Sales,21764,25319,Finance,477,2022-04-02,2022-04-24,14045,8GB,771,Online,Medium,0,146,22235,256GB
North America,Illinois,Berwyn,A & A PCs,8,Apple,Apple Power Mac G5,SSD,Ashley Jones,Second-hand Sales,2915,7540,Bank Transfer,441,2023-06-26,2023-07-10,0,8GB,649,Online,Low,0,777,4541,1TB
North America,Georgia,Alpharetta,A & A PCs,5,Samsung,Notebook 9,HDD,Renee Howell,New Sales,29783,34397,Finance,303,2021-08-30,,28415,8GB,517,Offline,Medium,0,975,30620,500GB
North America,Ohio,Cincinnati,Jacks Hardware,10,Acer,Spin 5,HDD,Jason Gentry,Repairs,5206,7914,Cash,68,2022-09-01,2022-09-10,0,2GB,715,Online,Medium,4744,431,7179,500GB
North America,New York,Long Beach,A & A PCs,7,Dell,G Series,SSD,Sean Guerrero,New Sales,29165,32171,Cash,878,2023-11-03,,0,8GB,444,Offline,Low,0,964,30953,256GB
Africa,Kenya,Isiolo,ABC Computers,8,Microsoft,Surface Duo,SSD,David Ellis,New Sales,29644,33743,Bank Transfer,890,2023-05-10,2023-05-25,0,8GB,725,Online,High,0,343,32744,500GB
North America,Pennsylvania,Reading,S & A Computer Place,9,MSI,Modern 15,HDD,Michael Smith,Second-hand Sales,13809,18007,Finance,433,2021-08-19,,6062,2GB,635,Offline,Medium,0,301,13990,1TB
Africa,Morocco,Casablanca,S & A Computer Place,5,Acer,Nitro 5,SSD,Gina Day,Returns,26654,30282,Cash,97,2022-09-24,,0,2GB,691,Offline,Medium,0,44,30047,1TB
North America,North Carolina,Asheville,Benjis Tech,2,Apple,Apple Power Mac G5,SSD,Calvin Rich,Returns,6558,9033,Finance,875,2024-01-04,,5548,8GB,762,Offline,High,0,79,8757,500GB
North America,New York,Garden City,Greens Laptops and PCs,2,MSI,GS75 Stealth,SSD,John Lee,Repairs,12413,15554,Cash,792,2021-06-17,,0,8GB,518,Offline,Medium,4195,575,13219,256GB
North America,Ohio,Mansfield,LJ Computers,7,Samsung,Galaxy Chromebook 2,SSD,Ann Johnson,Returns,9580,13001,Cash,682,2022-02-28,,0,16GB,538,Offline,High,0,541,10669,500GB
Africa,Morocco,Tata,GH PC Shop,5,Apple,Apple MacBook Air,HDD,John Whitney,Repairs,12368,17015,Finance,51,2024-02-15,2024-02-25,35737,2GB,504,Online,Medium,1977,27,16963,500GB
Africa,Morocco,Kelaat Sraghna,Jacks Hardware,2,Asus,VivoBook S14,HDD,Gwendolyn Thomas,Second-hand Sales,14322,17887,Bank Transfer,914,2023-05-23,,0,4GB,664,Offline,Low,0,810,16811,1TB
North America,Georgia,Dalton,ABC Computers,6,Lenovo,IdeaCentre AIO 3,SSD,Rebecca Brown,Returns,14013,17886,Bank Transfer,483,2023-11-21,,0,16GB,575,Offline,High,0,200,14195,256GB
North America,North Carolina,Hickory,S & A Computer Place,7,Lenovo,ThinkPad X1 Carbon,HDD,Calvin Rich,Returns,14429,16597,Cash,880,2021-09-25,2021-09-28,0,4GB,527,Online,Low,0,185,15733,1TB
North America,Georgia,Dunwoody,XYZ Tech,6,Dell,Alienware,HDD,Renee Howell,New Sales,8034,11981,Cash,332,2023-07-23,2023-08-11,0,2GB,698,Online,High,0,900,8875,1TB
Africa,Botswana,Kgalagadi,CK Tech Store,1,Lenovo,ThinkPad X1 Yoga,HDD,Sarah Riley,Repairs,17900,19903,Cash,563,2022-01-06,,0,2GB,817,Offline,Medium,2894,521,19561,500GB
North America,North Carolina,Goldsboro,A & A PCs,3,MSI,Alpha 15,SSD,Catherine Cuevas,New Sales,14808,18821,Finance,831,2022-08-02,,7142,16GB,570,Offline,High,0,380,15979,1TB
North America,Pennsylvania,Oil City,LJ Computers,5,Asus,ROG Strix Scar III,SSD,Julia Dodson,New Sales,19371,23803,Cash,412,2022-04-18,,0,8GB,403,Offline,High,0,156,20171,1TB
Africa,Morocco,Larache,CK Tech Store,1,MSI,Alpha 15,SSD,John Whitney,Second-hand Sales,26285,30840,Cash,604,2022-03-07,,0,16GB,607,Offline,Low,0,373,30476,500GB
Africa,Kenya,Laikipia,Frankies Hardware and Software,5,Asus,ZenBook Flip S UX371,SSD,Misty Green,New Sales,3423,7095,Bank Transfer,379,2023-04-07,,0,4GB,435,Offline,Medium,0,443,5744,1TB
North America,Florida,Deltona,Greens Laptops and PCs,5,Lenovo,ThinkPad X1 Carbon,HDD,Tanya Mcclure,Repairs,22878,27381,Finance,858,2023-07-14,,12271,4GB,806,Offline,High,1901,629,25053,256GB
North America,Florida,Plantation,LJ Computers,1,Lenovo,ThinkCentre M920 Tiny,SSD,Mary Kidd,New Sales,15275,19638,Bank Transfer,510,2022-02-04,,0,16GB,698,Offline,High,0,646,16894,500GB
Africa,Botswana,South-East,Western International PCs,2,MSI,GS66 Stealth,HDD,Carrie Gonzalez,Returns,13555,17029,Cash,494,2021-11-25,2021-12-23,0,2GB,822,Online,Low,0,855,16395,500GB
North America,Florida,Orlando,KyaSand Tech Gadgets,4,Asus,ROG Strix Scar III,HDD,Mary Kidd,New Sales,28910,33751,Bank Transfer,654,2022-08-15,,0,2GB,720,Offline,Low,0,620,31974,1TB
North America,Illinois,Cicero,Mini Tech,8,MSI,GF63 Thin,HDD,Jason Phillips,Returns,18533,22409,Finance,570,2021-12-23,2022-01-07,27469,8GB,725,Online,High,0,746,21181,1TB
North America,Florida,Hollywood,S & A Computer Place,2,Asus,ZenBook Flip S UX371,SSD,Richard Patterson,Returns,12727,15505,Cash,632,2022-07-13,,0,2GB,438,Offline,Low,0,985,13889,500GB
North America,Michigan,Muskegon,Ricks Computers,5,Dell,Precision,HDD,Tiffany Velez,Second-hand Sales,13980,16836,Finance,831,2022-06-12,2022-07-05,15433,8GB,468,Online,Low,0,255,16094,1TB
North America,New York,Valley Stream,Ricks Computers,8,Dell,Vostro,HDD,Jake Lee,Second-hand Sales,10551,14855,Bank Transfer,618,2021-04-05,2021-05-05,0,2GB,619,Online,Low,0,939,14177,256GB
Africa,Botswana,North-West,DEF Machines,1,Lenovo,ThinkCentre M920 Tiny,HDD,Susan Nelson,New Sales,22643,25770,Bank Transfer,799,2023-11-23,,0,8GB,468,Offline,High,0,373,22803,500GB
North America,Pennsylvania,Oil City,S & A Computer Place,9,Lenovo,ThinkPad P15s,HDD,Nathan Villarreal,New Sales,26488,28498,Cash,499,2022-06-20,2022-06-23,0,2GB,553,Online,Low,0,692,26973,500GB
North America,Illinois,Elgin,GH PC Shop,6,Apple,Apple PowerBook G4,HDD,Glenda Cohen,Returns,29459,33223,Finance,230,2021-11-26,2021-12-17,23170,16GB,819,Online,Medium,0,304,31364,256GB
North America,Pennsylvania,Harrisburg,Greens Laptops and PCs,4,Asus,ZenBook Flip S UX371,SSD,Beth James,Repairs,10012,14057,Finance,118,2023-07-13,,7554,2GB,581,Offline,High,3901,768,12472,500GB
Africa,Ghana,Western,Western International PCs,4,Apple,Apple Mac Pro,HDD,Stephen Harmon,New Sales,16908,19658,Cash,358,2021-10-26,,0,8GB,778,Offline,High,0,981,19381,1TB
North America,Florida,Hollywood,DEF Machines,2,Lenovo,IdeaCentre AIO 3,HDD,Alexis Murray,Repairs,26108,28885,Cash,261,2022-09-12,,0,4GB,489,Offline,Low,1878,188,28560,256GB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",GHI Machines,8,Samsung,Notebook 7 Spin,HDD,Rachel Guerrero,Second-hand Sales,25787,29884,Finance,575,2021-09-02,,11089,2GB,524,Offline,Low,0,629,29296,1TB
North America,Texas,Tyler,Western International PCs,3,Samsung,Chromebook 4,SSD,Amanda Brown,New Sales,18080,20320,Cash,685,2022-03-31,2022-04-15,0,4GB,631,Online,Low,0,833,19425,1TB
Africa,Ethiopia,Amhara,ABC Computers,5,Acer,Nitro 5,HDD,Christopher Nicholson,Repairs,9742,13010,Finance,493,2022-03-30,,2000,16GB,402,Offline,Low,4445,23,10676,1TB
North America,Michigan,Sterling Heights,CK Tech Store,6,Toshiba,Dynabook,HDD,Casey Dunn,Returns,14234,17764,Bank Transfer,216,2022-06-04,,0,8GB,842,Offline,High,0,50,15359,1TB
North America,Pennsylvania,Pittsburgh,Benjis Tech,8,Acer,Predator Helios 300,SSD,Leah Watts,New Sales,13263,16613,Finance,350,2024-01-11,2024-02-05,6031,16GB,559,Online,Medium,0,453,13643,256GB
Africa,Ethiopia,Amhara,GHI Machines,2,HP,Elitebook,SSD,Thomas Ramos,Second-hand Sales,7293,11426,Cash,259,2022-02-01,,0,8GB,621,Offline,High,0,560,7352,500GB
North America,California,Chula Vista,Jacks Hardware,1,Toshiba,Portege,HDD,Linda Perez,Repairs,26503,30644,Cash,861,2021-08-31,,0,2GB,472,Offline,High,4879,218,28567,1TB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",DEF Machines,10,Apple,Apple Mac Pro,HDD,Michael Summers,Second-hand Sales,23968,28009,Cash,86,2021-11-02,2021-11-20,0,2GB,661,Online,High,0,12,27079,500GB
Africa,South Africa,Gauteng,Frankies Hardware and Software,3,Asus,ROG Zephyrus S GX701,HDD,Mary Nelson,Returns,24913,28952,Bank Transfer,679,2021-10-28,,0,8GB,482,Offline,High,0,89,26297,256GB
North America,New York,Albany,GHI Machines,2,MSI,GE76 Raider,HDD,Gabrielle Patterson,Repairs,10703,13984,Cash,99,2023-05-17,,0,16GB,709,Offline,Low,3830,614,11648,256GB
North America,Ohio,Cincinnati,LJ Computers,10,Acer,ConceptD 5,HDD,Diamond Baker,Repairs,15744,19812,Finance,162,2023-08-07,2023-08-25,29262,8GB,783,Online,Low,3255,273,18940,256GB
Africa,Ethiopia,Gambela,KyaSand Tech Gadgets,6,Apple,Apple Macintosh Classic,HDD,Thomas Ramos,Repairs,28510,30980,Cash,990,2022-11-13,2022-12-07,0,8GB,846,Online,High,3479,745,29601,500GB
Africa,Nigeria,Cross River,A & A PCs,3,Asus,TUF Gaming A15,SSD,Mary Shaw,New Sales,15037,19846,Cash,581,2024-02-19,2024-03-17,0,16GB,683,Online,High,0,357,16221,500GB
